2025-03-02 21:33:52,940 - INFO - Sgd training script started
A new study created in memory with name: no-name-b9ba928e-fe5f-4968-a252-24edca5c89db
2025-03-02 21:33:53,235 - INFO - Starting Optuna hyperparameter optimization
Trial 0 finished with value: 10.04459922585976 and parameters: {'loss': 'huber', 'penalty': 'elasticnet', 'alpha': 0.024946097626738682}. Best is trial 0 with value: 10.04459922585976.
Trial 1 finished with value: 3.6844469660106753 and parameters: {'loss': 'squared_epsilon_insensitive', 'penalty': 'l1', 'alpha': 0.010793147112052133}. Best is trial 1 with value: 3.6844469660106753.
Trial 2 finished with value: 3.6810314967350437 and parameters: {'loss': 'squared_epsilon_insensitive', 'penalty': 'elasticnet', 'alpha': 0.00018148320229297347}. Best is trial 2 with value: 3.6810314967350437.
Trial 3 finished with value: 6.487586694979012 and parameters: {'loss': 'epsilon_insensitive', 'penalty': 'l2', 'alpha': 0.050273690330823136}. Best is trial 2 with value: 3.6810314967350437.
Trial 4 finished with value: 4.246708489531559 and parameters: {'loss': 'epsilon_insensitive', 'penalty': 'l2', 'alpha': 0.00013453765015140296}. Best is trial 2 with value: 3.6810314967350437.
Trial 5 finished with value: 4.3002163656491135 and parameters: {'loss': 'squared_epsilon_insensitive', 'penalty': 'l2', 'alpha': 0.2998535689461701}. Best is trial 2 with value: 3.6810314967350437.
Trial 6 finished with value: 7.458397059487062 and parameters: {'loss': 'huber', 'penalty': 'l1', 'alpha': 2.0897381960959098e-05}. Best is trial 2 with value: 3.6810314967350437.
Trial 7 finished with value: 4.22550915611168 and parameters: {'loss': 'squared_epsilon_insensitive', 'penalty': 'elasticnet', 'alpha': 0.2518578624709074}. Best is trial 2 with value: 3.6810314967350437.
Trial 8 finished with value: 4.067186491283883 and parameters: {'loss': 'squared_epsilon_insensitive', 'penalty': 'l2', 'alpha': 0.17580002780033038}. Best is trial 2 with value: 3.6810314967350437.
Trial 9 finished with value: 3.7787170307877043 and parameters: {'loss': 'squared_epsilon_insensitive', 'penalty': 'elasticnet', 'alpha': 0.048176418025461416}. Best is trial 2 with value: 3.6810314967350437.
Trial 10 finished with value: 3.59712718175368 and parameters: {'loss': 'squared_error', 'penalty': 'elasticnet', 'alpha': 0.0005618594777489791}. Best is trial 10 with value: 3.59712718175368.
Trial 11 finished with value: 3.5980135015118377 and parameters: {'loss': 'squared_error', 'penalty': 'elasticnet', 'alpha': 0.0006631144338411809}. Best is trial 10 with value: 3.59712718175368.
Trial 12 finished with value: 3.6001349529120135 and parameters: {'loss': 'squared_error', 'penalty': 'elasticnet', 'alpha': 0.0009047064474369963}. Best is trial 10 with value: 3.59712718175368.
Trial 13 finished with value: 3.607396357788707 and parameters: {'loss': 'squared_error', 'penalty': 'elasticnet', 'alpha': 0.0017339463408550606}. Best is trial 10 with value: 3.59712718175368.
Trial 14 finished with value: 3.5951177562590457 and parameters: {'loss': 'squared_error', 'penalty': 'elasticnet', 'alpha': 0.0003318304490275946}. Best is trial 14 with value: 3.5951177562590457.
Trial 15 finished with value: 3.5927827538536703 and parameters: {'loss': 'squared_error', 'penalty': 'elasticnet', 'alpha': 6.53484632506782e-05}. Best is trial 15 with value: 3.5927827538536703.
Trial 16 finished with value: 3.592297237698543 and parameters: {'loss': 'squared_error', 'penalty': 'l1', 'alpha': 1.5527508813224967e-05}. Best is trial 16 with value: 3.592297237698543.
Trial 17 finished with value: 3.592273013416006 and parameters: {'loss': 'squared_error', 'penalty': 'l1', 'alpha': 1.1248791382319812e-05}. Best is trial 17 with value: 3.592273013416006.
Trial 18 finished with value: 3.5922674205669614 and parameters: {'loss': 'squared_error', 'penalty': 'l1', 'alpha': 1.0258704308158616e-05}. Best is trial 18 with value: 3.5922674205669614.
Trial 19 finished with value: 3.592269472547487 and parameters: {'loss': 'squared_error', 'penalty': 'l1', 'alpha': 1.0621942417970323e-05}. Best is trial 18 with value: 3.5922674205669614.
Trial 20 finished with value: 4.505759321404563 and parameters: {'loss': 'epsilon_insensitive', 'penalty': 'l1', 'alpha': 0.004770309527811676}. Best is trial 18 with value: 3.5922674205669614.
Trial 21 finished with value: 3.592271572699032 and parameters: {'loss': 'squared_error', 'penalty': 'l1', 'alpha': 1.0993898858468276e-05}. Best is trial 18 with value: 3.5922674205669614.
Trial 22 finished with value: 3.5924367543712186 and parameters: {'loss': 'squared_error', 'penalty': 'l1', 'alpha': 3.998439760792785e-05}. Best is trial 18 with value: 3.5922674205669614.
Trial 23 finished with value: 3.5924909190632035 and parameters: {'loss': 'squared_error', 'penalty': 'l1', 'alpha': 4.974094619896486e-05}. Best is trial 18 with value: 3.5922674205669614.
Trial 24 finished with value: 7.461042318626542 and parameters: {'loss': 'huber', 'penalty': 'l1', 'alpha': 2.487500822291314e-05}. Best is trial 18 with value: 3.5922674205669614.
Trial 25 finished with value: 3.592274376092328 and parameters: {'loss': 'squared_error', 'penalty': 'l1', 'alpha': 1.1489115755831728e-05}. Best is trial 18 with value: 3.5922674205669614.
Trial 26 finished with value: 3.592575407275578 and parameters: {'loss': 'squared_error', 'penalty': 'l1', 'alpha': 6.501228428562296e-05}. Best is trial 18 with value: 3.5922674205669614.
Trial 27 finished with value: 3.5929913630950194 and parameters: {'loss': 'squared_error', 'penalty': 'l1', 'alpha': 0.0001358311128574808}. Best is trial 18 with value: 3.5922674205669614.
Trial 28 finished with value: 3.5922668290789055 and parameters: {'loss': 'squared_error', 'penalty': 'l1', 'alpha': 1.0154076057721957e-05}. Best is trial 28 with value: 3.5922668290789055.
Trial 29 finished with value: 10.651967987771066 and parameters: {'loss': 'huber', 'penalty': 'l1', 'alpha': 0.8892952107376213}. Best is trial 28 with value: 3.5922668290789055.
